.239	.183	-4.990513944
-.02	2.423	-1.718904834
.159	2.27	.701347492
.136	1.479	3.752749502
-.006	-.15	-4.831804945
.209	2.326	1.565649066
-.128	-.077	-.38843354
-.222	-.3	-5.691765723
-.176	1.621	.282992744
-.216	-.234	-9.518126305
-.455	-.375	-1.228222433
-.136	-.349	-.088731459
-.306	.054	1.605425595
-.095	-.047	-6.703472394
-.439	.598	.091242316
-.449	.102	2.559168558
-.398	.109	.677729755
-.337	-.073	-3.738282153
-.291	-.134	-3.839778131
-.159	.047	-3.018832218
-.041	-.089	-2.148272581
-.349	-.109	-1.874463183
-.371	.024	-.514664331
-.079	-.331	-3.054412346
-.233	-.474	-1.221178355
-.226	-.228	-2.851070783
-.479	-.026	.174736268
-.158	-.068	-6.413916435
-.052	-.07	-7.121330972
-.339	-.267	2.421648958
.16	.455	-1.653104395
-.218	-.116	-6.165603074
-.223	-.371	-.230393867
-.225	-.342	-1.496546694
-.128	-.067	-6.512081308
-.062	-.064	2.409915942
.771	.856	3.470439553
.266	-.029	-6.943113811
.27	.24	-1.060055639
.108	-.086	-.26007729
.057	-.024	-8.426823119
.078	-.336	-5.264127277
.382	-.134	-3.793129992
-.306	.081	2.825134325
-.275	-.53	-.946343267
-.201	-.246	-.815317066
-.374	-.619	.217120425
.254	.087	2.003795564
-.429	-.426	.488223933
.057	-.362	-1.942657579
-.27	-.413	-1.918821965
-.089	.014	-3.156094105
-.275	-.573	-.192028694
-.189	-.386	2.994396422
-.152	-.272	.765628125
.155	.122	-.784645316
-.121	-.301	-13.10825229
-.084	-.345	-3.87594343
.108	.12	-5.428152982
-.178	-.451	.840517408
-.126	-.107	-.051499717
.026	-.296	-2.924419527
.17	0	2.975697237
-.011	-.451	-.087805969
-.016	-.284	-8.987312722
.136	.964	4.886436345
.297	.477	3.951443914
-.079	-.115	-4.605091733
-.213	-.301	-9.840577729
.091	.929	-1.421141485
-.203	-.18	-2.245020928
.068	.122	4.174279036
-.032	-.022	6.455962062
.182	.339	1.195151163
.166	.403	5.98564917
-.031	-.217	-2.018451591
.014	.226	.794014149
.685	.494	7.771188051
.207	.086	-1.222827963
.113	-.07	-1.497780238
.327	.169	-.224457123
.066	-.407	-7.931432806
.283	.535	4.55304318
.528	.295	-5.854983561
.724	.453	5.504091157
.666	.748	4.379669929
.522	.378	4.546115459
.462	.284	-.621044325
-.018	.172	-6.611689874
.203	.486	1.459083513
.381	.641	1.554798085
-.195	-.315	2.796013738
.36	.56	4.982206949
.595	.463	5.356921038
-.042	.571	1.962371804
.202	.769	6.681622664
-.038	.137	-5.918687433
-.049	.093	1.114481104
.02	-.163	-.959076017
.228	.081	2.720153758
.05	.306	3.43041077
.131	-.249	.292261481
.309	.046	4.637002853
0	-.163	4.142526233
.102	.229	3.948735184
.262	-.028	-4.193040471
.371	.391	3.609605777
.285	.466	4.858932923
.429	.022	1.903458744
.175	-.001	.434435445
.151	.129	4.670533113
.157	.277	5.413481972
.532	.694	7.312621451
.352	.223	2.100332643
.274	.342	4.592833144
