.031	-4.016488322	-3.199330407
.59	-3.165862496	1.052407631
.257	-2.758419362	3.075156181
.14	-2.35491583	2.905544385
-.148	-2.337043839	-9.022172757
.424	-2.28128135	3.427106756
-.881	-2.276867077	-.494834759
-.572	-2.144865451	-6.8045305
.309	-2.142012806	3.349920736
-.559	-2.124916183	-7.245953746
-1.391	-2.102304042	-1.480513235
-.271	-2.006964125	-1.167157112
-1.238	-1.981976722	2.027725336
-.193	-1.937023869	-6.913745099
-2.297	-1.92046105	-3.158684882
-2	-1.841009149	.76266217
-1.121	-1.778567605	.213646598
-1.263	-1.718143253	-3.809847104
-.919	-1.678902219	-5.13871065
-.708	-1.664932312	-1.903749767
-.595	-1.629160424	-3.648993204
-1.294	-1.594740528	-2.109515545
-1.084	-1.581539181	-2.970876993
-.722	-1.519237399	-3.165401153
-.796	-1.518105691	-1.045700731
-1.329	-1.420202213	-3.849917616
-1.641	-1.3941753	.146480857
-.406	-1.379331374	-2.842644059
-.261	-1.360056147	-4.059002337
-1.222	-1.332777776	1.370075049
-.458	-1.308936995	-.712840247
-.155	-1.306369969	-4.268368109
-1.241	-1.29921934	-.436879089
-.852	-1.265412739	-.626267063
-.658	-1.251275688	-3.947713224
-.974	-1.220924337	.046192835
.471	-1.201552311	6.322630173
.286	-1.179177333	-4.941941123
-.001	-1.144259566	-1.260568543
-.483	-1.136227108	-4.523609528
-.192	-.959042476	-8.541725744
-.427	-.735917946	-9.725904183
.384	-.730983565	-4.749181455
-1.532	-.696524565	.742161638
-.914	-.670970893	-1.23055672
-.202	-.661199129	-.102546644
-1.151	-.641034362	-.350237012
.372	-.563505455	2.344947594
-1.018	-.503321865	.22478577
.177	-.488832675	-5.193597466
-.885	-.435819773	-.739643948
-.195	-.427478806	-1.992280589
-.799	-.31470379	-1.340094417
-1.183	-.296741361	1.080032488
-.676	-.246166955	1.629569721
.107	-.194181262	-2.213396038
-.304	-.169272249	-12.96249988
-.511	-.164991344	-4.538977739
0	-.101844075	-4.338660919
-.847	-.091216523	-.780632422
-.65	-.037758683	1.162232139
-.605	-.032936655	-2.737365372
.2	-.006022589	.95344367
-.137	.002045815	-3.158769473
-.333	.098671968	-5.840192512
.719	.121168574	6.3071471
.421	.155803059	2.417800794
.115	.174347618	-3.576261159
-.411	.174433188	-9.20733306
.198	.2168637	.990499122
-.57	.310021949	-3.246657547
-.253	.373379964	5.210246893
.088	.469592823	3.142891621
.659	.479546274	-1.190521429
.438	.550064184	5.658527885
.518	.565578886	-1.608732324
-.028	.605340674	.44604846
.414	.663270694	7.042504358
.087	.663814501	1.198242009
.667	.69511797	-.518750674
.268	.762576056	-1.077512662
.1	.767519057	-7.585901446
.496	.828155662	5.178621303
-.014	.834710706	-5.604327262
.298	.985180564	3.200551615
.673	.994443402	6.64120436
.803	1.024657745	4.512376589
.567	1.09898486	-.608884524
.331	1.15546811	-4.044787681
.568	1.209041757	2.217781578
.601	1.213862672	3.334923855
-.443	1.226092868	1.688300921
.414	1.232561991	5.910547765
.491	1.264048346	2.864931538
.478	1.266360952	3.258246177
.722	1.301316327	7.028412148
.123	1.348797105	-2.223643469
.588	1.354519292	1.741246655
.421	1.396475843	-2.080139672
.177	1.43713233	1.449808623
.651	1.493616947	3.737629918
.345	1.507911026	.81367748
.444	1.532757056	.889081947
.702	1.539716755	3.557181709
.181	1.672490576	5.446489814
.041	1.720316842	-2.969732177
.857	1.750916732	4.70632567
.593	1.799338447	5.15234019
.586	1.803013268	.156012478
.639	1.849235482	.148561111
.382	2.036066391	3.703675215
.87	2.050545238	4.899687407
.534	2.269095514	6.937733707
.536	2.278919741	3.542796199
.384	2.291506442	3.402769062
